Resumo;Datacontrato ;Marca;Modelo;Datafinalizacao;prazo
17383;02/02/2024;LAND ROVER;NEW RANGE ROVER SPORT SUV;19/02/2024 08:06;44
17776;19/01/2024;;;16/01/2024 22:10;
17736;19/01/2024;;;16/01/2024 23:05;
17737;19/01/2024;;;13/01/2024 00:01;
17723;19/01/2024;;;13/01/2024 00:00;
17693;19/01/2024;;;18/01/2024 21:37;
17646;19/01/2024;;;04/01/2024 11:39;
17613;19/01/2024;;;11/01/2024 22:21;
17581;19/01/2024;;;11/01/2024 07:12;30
17546;19/01/2024;;;10/01/2024 11:15;
17536;19/01/2024;;;17/01/2024 18:57;
17518;19/01/2024;;;11/01/2024 07:11;
17505;19/01/2024;;;16/01/2024 07:54;
17432;19/01/2024;;;11/01/2024 15:45;
17170;19/01/2024;;;11/01/2024 22:23;
16899;19/01/2024;;;18/01/2024 07:05;30
16898;19/01/2024;;;17/01/2024 08:02;30
16897;19/01/2024;;;17/01/2024 07:57;30
16896;19/01/2024;;;23/01/2024 14:11;30
16895;19/01/2024;;;23/01/2024 14:11;30
16894;19/01/2024;;;17/01/2024 07:57;30
17628;17/02/2024;;;20/01/2024 00:07;
17741;18/01/2024;;;18/01/2024 22:41;30
17725;18/01/2024;;;26/01/2024 21:46;30
17678;18/01/2024;;;17/01/2024 07:32;
17637;18/01/2024;;;19/01/2024 22:41;
17733;18/01/2024;;;17/01/2024 23:43;
17682;17/02/2024;JEEP;GRAND CHEROKEE SUV;22/02/2024 07:27;60
17397;17/02/2024;LAND ROVER;DISCOVERY SPORT SUV;17/02/2024 14:20;60
17396;17/02/2024;LAND ROVER;DISCOVERY SPORT SUV;10/02/2024 07:39;60
17747;18/01/2024;FORD;BRONCO SUV;22/01/2024 22:29;30
17740;18/01/2024;;;10/01/2024 11:09;
17731;18/01/2024;;;11/01/2024 22:23;30
17728;18/01/2024;;;13/01/2024 00:27;
17716;18/01/2024;;;16/01/2024 07:56;
17715;18/01/2024;;;11/01/2024 15:45;
17706;18/01/2024;;;13/01/2024 00:27;
17696;18/01/2024;;;09/02/2024 03:31;30
17668;18/01/2024;;;09/01/2024 15:41;
17650;18/01/2024;;;15/01/2024 16:49;
17643;18/01/2024;;;04/01/2024 11:39;
17630;18/01/2024;;;15/01/2024 19:47;
17544;18/01/2024;;;13/01/2024 00:00;
17543;18/01/2024;;;15/01/2024 18:35;
17530;18/01/2024;;;16/01/2024 07:54;
17495;18/01/2024;;;16/01/2024 22:11;
17498;18/01/2024;;;17/01/2024 08:00;30
17488;18/01/2024;;;12/01/2024 20:04;
17482;18/01/2024;;;15/01/2024 19:15;
17504;18/01/2024;;;18/01/2024 20:27;
17341;18/01/2024;;;12/01/2024 07:52;
17760;17/02/2024;BYD;DOLPHIN HATCH;08/03/2024 11:00;60
17476;18/01/2024;;;17/01/2024 06:47;
17480;18/01/2024;;;16/01/2024 07:54;
17460;18/01/2024;;;10/01/2024 17:32;
17688;27/02/2024;;;11/01/2024 22:24;
17584;13/02/2024;BYD;SEAL SEDAN;27/02/2024 09:06;60
17548;13/02/2024;;;16/01/2024 23:05;
17501;13/02/2024;;;22/01/2024 18:28;60
17727;14/01/2024;;;12/01/2024 21:57;
17714;14/01/2024;;;10/01/2024 09:01;
17713;14/01/2024;;;10/01/2024 18:07;
17707;14/01/2024;;;18/01/2024 02:14;
17692;14/01/2024;;;11/01/2024 07:11;
17694;14/01/2024;;;13/01/2024 00:01;
17686;14/01/2024;;;26/01/2024 14:34;30
17691;14/01/2024;;;13/01/2024 00:01;
17676;14/01/2024;;;31/01/2024 21:03;30
17629;14/01/2024;;;17/01/2024 06:47;
17627;14/01/2024;;;11/01/2024 15:45;
17619;14/01/2024;;;11/01/2024 22:22;
17586;14/01/2024;;;19/01/2024 22:42;
17572;14/01/2024;;;16/01/2024 23:04;
17520;14/01/2024;;;10/01/2024 10:27;
17491;14/01/2024;;;18/01/2024 02:12;
17509;14/01/2024;;;24/01/2024 17:28;
17494;14/01/2024;;;10/01/2024 17:32;
17424;14/01/2024;;;10/01/2024 15:05;
17430;14/01/2024;;;11/01/2024 22:21;
17413;14/01/2024;;;12/01/2024 20:04;
17409;14/01/2024;;;16/01/2024 07:53;
17394;14/01/2024;;;16/01/2024 07:53;
17311;14/01/2024;;;04/01/2024 11:39;
17672;13/01/2024;;;10/01/2024 10:26;
17599;13/01/2024;;;10/01/2024 15:05;
17537;13/01/2024;;;26/01/2024 23:41;30
17532;13/01/2024;;;10/01/2024 08:47;
17523;13/01/2024;;;04/01/2024 11:39;
17429;13/01/2024;;;10/01/2024 18:01;
17398;13/01/2023;;;05/01/2024 15:23;
17372;12/01/2024;;;04/01/2024 11:39;
17695;13/01/2024;AUDI;Q3 SPORTBACK;12/01/2024 21:57;30
17601;12/01/2024;MERCEDES-BENZ;GLA SUV;31/01/2024 21:32;30
17375;12/01/2024;;;04/01/2024 11:39;
16620;12/01/2024;;;20/01/2024 14:26;
17335;12/01/2024;;;04/01/2024 11:39;
17684;12/01/2024;;;15/01/2024 10:29;
17679;12/01/2024;;;11/01/2024 17:29;
17663;12/01/2024;;;12/01/2024 16:42;
17671;10/02/2024;LAND ROVER;NEW DISCOVERY SUV;22/02/2024 07:09;60
17698;11/01/2024;;;09/01/2024 15:41;
17670;11/01/2024;;;22/01/2024 21:06;30
17622;10/02/2024;;;03/02/2024 00:05;60
17699;11/01/2024;;;05/01/2024 16:49;
17697;11/01/2024;;;24/01/2024 01:21;30
17566;11/01/2024;;;09/01/2024 15:45;
17550;11/01/2024;;;11/01/2024 17:30;
17503;11/01/2024;;;10/01/2024 18:01;
17485;11/01/2024;;;09/01/2024 15:45;
17493;11/01/2024;;;04/01/2024 11:39;
17443;11/01/2024;;;04/01/2024 11:39;
17441;11/01/2024;;;04/01/2024 11:39;
17380;11/01/2024;;;20/01/2024 14:25;
17358;11/01/2024;;;04/01/2024 11:39;
17489;10/02/2024;LAND ROVER;NEW RANGE ROVER SPORT SUV;17/02/2024 15:15;60
17440;10/02/2024;LAND ROVER;NEW DISCOVERY SUV;23/02/2024 06:28;60
17468;10/02/2024;BYD;DOLPHIN GS HATCH;14/02/2024 23:36;60
17690;11/01/2024;;;10/01/2024 08:47;
17687;11/01/2024;BMW;SERIE 5 SEDAN;30/01/2024 21:59;30
17675;11/01/2024;;;11/01/2024 07:11;
17665;11/01/2024;;;03/02/2024 00:03;30
17631;11/01/2024;;;12/01/2024 07:51;
17626;11/01/2024;;;04/01/2024 11:40;
17594;11/01/2024;;;04/01/2024 11:40;
17549;11/01/2024;;;04/01/2024 11:40;
17542;11/01/2024;;;10/01/2024 15:05;
17474;11/01/2024;;;10/01/2024 00:50;
17478;11/01/2024;;;13/01/2024 07:53;
17442;11/01/2024;;;04/01/2024 11:39;
17412;11/01/2024;;;04/01/2024 11:39;
17415;11/01/2024;;;04/01/2024 11:39;
17331;11/01/2024;;;04/01/2024 11:39;
17359;11/01/2024;;;04/01/2024 11:39;
17321;11/01/2024;;;04/01/2024 11:39;
17320;11/01/2024;;;04/01/2024 11:39;
17293;10/02/2024;;;13/02/2024 04:15;60
17689;11/01/2024;;;04/01/2024 11:40;
17669;11/01/2024;;;24/01/2024 14:07;30
17604;11/01/2024;;;04/01/2024 11:39;
17531;11/01/2024;;;16/01/2024 07:54;
17465;11/01/2024;;;04/01/2024 11:39;
17500;11/01/2024;;;12/01/2024 20:04;
17425;11/01/2024;;;10/01/2024 16:33;
17435;11/01/2024;;;04/01/2024 11:39;
17290;11/01/2024;;;04/01/2024 11:39;
17254;11/01/2024;;;04/01/2024 11:39;
17677;10/01/2024;;;10/01/2024 10:23;
17625;10/01/2024;;;17/01/2024 06:46;
17624;10/01/2024;;;16/01/2024 07:55;
17565;10/01/2024;;;11/01/2024 22:22;
17552;10/01/2024;;;04/01/2024 11:39;
17618;09/02/2024;LAND ROVER;RANGE ROVER EVOQUE SUV;07/02/2024 23:26;60
17528;09/02/2024;;;18/01/2024 23:37;
17590;10/01/2024;;;04/01/2024 11:39;
17608;07/01/2024;;;04/01/2024 11:40;
17411;07/01/2024;;;04/01/2024 11:40;
17681;07/01/2024;;;04/01/2024 11:40;
17680;07/01/2024;;;18/01/2024 20:25;
17667;07/01/2024;;;11/01/2024 22:23;
17555;07/01/2024;;;04/01/2024 11:39;
17516;07/01/2024;;;30/01/2024 22:58;30
17473;05/02/2024;;;16/01/2024 07:53;
17660;05/02/2024;;;09/02/2024 03:31;60
17659;05/02/2024;AUDI;Q8 E-TRON SUV;16/02/2024 00:59;60
17641;05/02/2024;;;10/02/2024 07:36;60
17519;05/02/2024;;;13/01/2024 00:01;
17657;06/01/2024;;;04/01/2024 11:40;
17479;06/01/2024;;;16/01/2024 22:11;
17522;06/01/2024;;;04/01/2024 11:40;
17452;05/01/2024;;;04/01/2024 11:39;
17585;04/02/2024;LAND ROVER;RANGE ROVER EVOQUE SUV;10/02/2024 07:38;60
17213;04/02/2024;AUDI;Q8 SPB E-TRON SPORTBACK;22/02/2024 07:36;60
17384;05/01/2024;;;23/01/2024 15:28;30
17437;03/02/2024;;;18/01/2024 23:53;60
17382;03/02/2024;;;17/01/2024 07:33;
17461;02/02/2024;;;30/01/2024 19:58;60
17261;03/01/2024;;;18/01/2024 23:32;30
17334;29/01/2024;BYD;TAN SUV;26/01/2024 16:54;60
17327;29/01/2024;;;23/01/2024 23:56;60
17422;29/01/2024;;;05/02/2024 18:03;60
17339;28/01/2024;;;19/01/2024 18:31;
17177;28/01/2024;;;08/02/2024 23:54;60
17362;22/01/2024;LAND ROVER;RANGE ROVER VELAR SUV;22/02/2024 07:22;60
17361;22/01/2024;LAND ROVER;RANGE ROVER VELAR SUV;13/02/2024 04:15;60
17231;22/01/2024;;;30/01/2024 00:03;60
17314;20/01/2024;;;29/01/2024 22:51;60
17309;15/02/2024;;;04/01/2024 11:40;90
17226;16/01/2024;;;26/01/2024 16:54;60
17201;15/01/2024;;;31/01/2024 00:16;60
17318;15/01/2024;;;31/01/2024 06:52;60
17317;15/01/2024;;;12/02/2024 16:32;60
17274;13/01/2024;;;12/01/2024 20:04;
17270;13/01/2024;BYD;YUAN PLUS SUV;06/02/2024 23:17;60
17192;13/01/2024;;;13/01/2024 00:12;
16958;13/01/2024;;;04/01/2024 11:39;
17031;05/01/2024;;;04/01/2024 11:40;
17060;22/11/2023;;;04/01/2024 11:39;
16998;16/11/2023;;;18/01/2024 08:42;
16997;16/11/2023;;;18/01/2024 08:41;
16777;25/10/2023;;;20/01/2024 03:10;
